time,coolingTemp,concentrationA_inlet,Temp_inlet,flowRate,concentrationA,Temp
0.0,300.0,1.0057209406966117,349.9715848116154,100.37811748751571,0.87725294608097,324.475443431599
0.1,300.0,0.996156117929476,349.9849790266448,99.91171847703335,0.8768816605521261,324.4713273255097
0.2,300.0,1.0007860501853458,350.0304645101653,100.38401412057141,0.8770390182218242,324.48315943923814
0.30000000000000004,300.0,1.0021887275910797,349.9590852740428,99.62476908856736,0.8772241843532079,324.46909994618153
0.4,300.0,1.0012221623064814,350.0201652391913,99.84594304045712,0.877331490764493,324.4679216778378
0.5,300.0,1.0030599587062548,350.0760941481,100.58356241052088,0.8776773791947117,324.49083434515603
0.6000000000000001,300.0,1.0044076490223548,350.003149163636,99.82107717095796,0.8780139646307518,324.4870463610444
0.7000000000000001,300.0,0.9990980337037771,350.03010112217487,99.59825779750875,0.8777925152914705,324.4808758266868
0.8,300.0,0.9921495250278052,350.02182604908234,100.28584963677163,0.8770135273854966,324.48980777289484
0.9,300.0,0.9964607439972006,350.04379689476116,100.41393484684448,0.8767317556309565,324.5016879828792
1.0,300.0,0.9994470179181786,350.0040976787049,100.23854730878324,0.8767368378959542,324.5040384096428
1.1,300.0,0.9999219286645626,350.00089837540304,99.47888372458007,0.8767051029335702,324.4873473661445
1.2000000000000002,300.0,1.0008715751133141,349.99967375621316,99.81784311986164,0.8768171277064946,324.48042421964607
1.3,300.0,0.9991097193001935,350.00060126821705,98.90903767774097,0.8766630674544893,324.45201824486037
1.4000000000000001,300.0,1.0032585468935904,349.95682639654785,100.46760346757038,0.8771089287403493,324.4604152638217
1.5,300.0,0.995894460004945,350.04459011006264,101.0417229550631,0.8768528547181702,324.4906774934164
1.6,300.0,0.9967845552326917,349.98264779650293,100.19467355417737,0.8765992785950283,324.4908821033975
1.7000000000000002,300.0,1.0068660520065291,349.9821154010415,99.9452678543418,0.8772998248744711,324.4856204257304
1.8,300.0,1.0027189919871415,349.96410667786387,99.93430577206891,0.8775369488248637,324.48014356679585
1.9000000000000001,300.0,0.9996281718804686,349.96330104953535,100.05786422881421,0.8774742466778531,324.4783229817782
2.0,300.0,1.0033434216729409,350.08984495654397,100.15524746283756,0.8777755853007925,324.4914757598861
2.1,300.0,0.9996286146768613,349.9838877978442,99.36202195615756,0.877603758957881,324.4741684843671
2.2,300.0,0.9917227340304534,350.0615962445478,99.79985193516659,0.8767625855928893,324.4750403856159
2.3000000000000003,300.0,0.9999189288960153,349.9800374010601,100.05114627301852,0.8768150667904002,324.4731223875805
2.4000000000000004,300.0,1.0051741241858103,349.9346088492275,100.67601102304053,0.8774304336612264,324.4831779237885
2.5,300.0,1.0058538455657424,350.010870532869,100.09981427462434,0.8779673220398456,324.4872104512329
2.6,300.0,0.9908321053056864,349.9456100101221,100.40736182302844,0.8770537954626855,324.4915161710548
2.7,300.0,1.0056432087503966,350.0781953712584,99.40462408533593,0.8775252139175278,324.4830961487333
2.8000000000000003,300.0,1.0020729226929852,350.01980533997613,100.78658009203097,0.8777662570002499,324.5045503369209
2.9000000000000004,300.0,0.9996620742044946,349.96003094606806,100.11180236985777,0.8776649857519608,324.5020897458
3.0,300.0,0.9968385964073921,350.02440213793324,100.28162209888691,0.8773240402895401,324.5095069856035
3.1,300.0,0.9999683075536866,349.9977935853072,100.40735416036512,0.8773243318354121,324.516297331643
3.2,300.0,0.995664581296614,350.0859538314185,99.59694062354336,0.8768250769805572,324.5104204387835
3.3000000000000003,300.0,1.000782696797725,350.01916495047266,99.90003437115567,0.8769021359659093,324.505539757449
3.4000000000000004,300.0,1.0012794134822236,349.9840934419349,100.21089401235119,0.8770565813034849,324.50564587254314
3.5,300.0,1.0079292914721216,350.0639837763675,99.94682618363085,0.8777903270643841,324.50821339025333
3.6,300.0,1.0128356345738845,350.00778976633046,99.73727794243567,0.8788835185923384,324.50266546028354
3.7,300.0,1.0002978828149343,349.9168226357908,100.05571597177129,0.8787183892565169,324.49792393631697
3.8000000000000003,300.0,1.00115801289331,350.02764893160656,100.09543978843679,0.8786558092034648,324.50484782142564
3.9000000000000004,300.0,1.0007923508653795,350.0010901670031,100.22092805696812,0.8785733285107251,324.51145626497726
4.0,300.0,0.9918426399909148,349.9629896766989,101.1785619792097,0.8777395688860746,324.5357476600047
4.1000000000000005,300.0,0.9919847341453338,350.02554619102716,99.75827015398262,0.8768493503264383,324.5268939962115
4.2,300.0,0.9967918629161409,350.02483366605213,99.70781067086695,0.8765122102603389,324.5158511223987
4.3,300.0,0.995062638537159,350.00000341185097,100.79269338475854,0.8761687506711291,324.52886879459055
4.4,300.0,1.0073458998409226,350.0164276398522,100.53578882348117,0.8769907067987883,324.5367554503945
4.5,300.0,0.9959044139079677,350.0195898461149,100.15304281688776,0.876590421215299,324.53545535403595
